,Unnamed: 0,name,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,playerGrid,target1,target2,areaType,distanceDiff,minDis,intentionedDisToTargetMin,avoidCommitmentZone
50,50,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(2, 5), [2, 6], [2, 7], [2, 8], [1, 9], [1, 10], [1, 11], [3, 11], [4, 11], [5, 11], [5, 12], [6, 12], [6, 13], [7, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]","[7, 4]","[0, 0, 0, 0, 2, 2, 0, 0, 0, 2, 0, 2, 0]",2,"(2, 5)","(11, 9)","(7, 13)",expRect,0.0,13.0,4.0,29.0
51,51,softmaxBeta-1_5,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(2, 3), [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [3, 10], [4, 10], [4, 11], [5, 11], [5, 12], [6, 12], [6, 13], [7, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 0]",0,"(2, 3)","(13, 7)","(7, 13)",expRect,0.0,15.0,6.0,29.0
52,52,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(1, 1), [1, 2], [1, 3], [2, 2], [2, 3], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[3, 5]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2,"(1, 1)","(1, 7)","(9, 1)",none,2.0,6.0,6.0,0.0
53,53,softmaxBeta-1_5,"[0, 0, 1, 1, 1]","[(5, 7), [6, 7], [6, 6], [7, 6], [7, 5], [8, 4]]","[(1, 0), (0, -1), (1, 0), (0, -1), (0, -1)]",[5],"[2, 2, 2, 2, 2]",1,"(5, 7)","(5, 13)","(8, 4)",none,0.0,6.0,6.0,0.0
54,54,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 2), [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [8, 3], [9, 3], [9, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[12],"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",1,"(1, 2)","(3, 12)","(9, 4)",rect,2.0,10.0,2.0,8.0
55,55,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(4, 2), [5, 2], [6, 2], [7, 2], [8, 2], [8, 3], [8, 4], [9, 4], [9, 5], [10, 5], [11, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,"(4, 2)","(11, 5)","(9, 7)",expRect,0.0,10.0,2.0,23.0
56,56,softmaxBeta-1_5,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(3, 2), [3, 0], [3, 1], [3, 2], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [4, 10], [5, 10]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[4, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",2,"(3, 2)","(5, 10)","(13, 4)",rect,2.0,10.0,2.0,8.0
57,57,softmaxBeta-1_5,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(2, 6), [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4], [11, 3], [11, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1)]","[6, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,"(2, 6)","(11, 2)","(12, 7)",midLine,2.0,11.0,2.0,9.0
58,58,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[(3, 12), [3, 11], [3, 10], [3, 9], [3, 8], [3, 7], [3, 6], [3, 5], [4, 5], [4, 4], [5, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(3, 12)","(5, 4)","(13, 10)",rect,2.0,10.0,2.0,8.0
59,59,softmaxBeta-1_5,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 6), [2, 6], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [9, 6], [7, 6], [8, 6], [9, 6], [10, 6], [11, 6]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[9],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2]",1,"(1, 6)","(9, 8)","(11, 6)",straightLine,0.0,10.0,2.0,8.0
60,60,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(3, 13), [4, 13], [5, 13], [6, 13], [7, 13], [6, 12], [7, 12], [8, 12], [9, 12], [10, 12], [11, 12], [12, 12], [13, 12], [14, 12], [14, 11], [13, 11]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (-1, 0)]","[13, 5]","[0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0]",2,"(3, 13)","(5, 1)","(13, 11)",rect,2.0,12.0,4.0,8.0
61,61,softmaxBeta-1_5,"[0, 1, 1, 1, 1, 1, 1]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [8, 6], [9, 6], [9, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[],"[0, 0, 0, 0, 1, 0, 1]",0,"(4, 7)","(9, 5)","(13, 7)",straightLine,2.0,7.0,2.0,5.0
62,62,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","[(5, 11), [6, 11], [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 11], [10, 10], [11, 10], [12, 10], [12, 9], [13, 9], [13, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[2],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0]",1,"(5, 11)","(13, 8)","(9, 4)",expRect,0.0,11.0,4.0,19.0
63,63,softmaxBeta-1_5,"[0, 0, 0, 0, 1, 1, 1]","[(2, 6), [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [8, 7]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[8, 9]","[0, 0, 0, 0, 0, 2, 2]",2,"(2, 6)","(7, 2)","(8, 7)",midLine,2.0,7.0,2.0,5.0
64,64,softmaxBeta-1_5,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(4, 13), [5, 13], [6, 13], [7, 13], [8, 13], [9, 13], [10, 13], [10, 12], [10, 11], [10, 10], [11, 10], [11, 9], [12, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]",0,"(4, 13)","(12, 9)","(8, 5)",expRect,0.0,12.0,4.0,24.0
65,65,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 0, 1, 1, 1]","[(2, 5), [2, 6], [2, 7], [2, 8], [2, 9], [2, 10], [3, 9], [3, 10], [2, 10], [2, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1)]",[6],"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(2, 5)","(2, 11)","(8, 3)",none,2.0,6.0,6.0,0.0
66,66,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 1, 1, 1, 1]","[(3, 2), [3, 3], [3, 4], [5, 4], [5, 5], [5, 6], [4, 6], [4, 7], [3, 7], [3, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[3],"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"(3, 2)","(3, 8)","(13, 2)",none,4.0,6.0,6.0,0.0
67,67,softmaxBeta-1_5,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(8, 3), [9, 3], [8, 4], [7, 3], [8, 3], [9, 3], [10, 3], [10, 2], [11, 2], [11, 1], [12, 1]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]","[3, 2]","[2, 2, 1, 0, 2, 2, 2, 2, 2, 2]",2,"(8, 3)","(8, 9)","(12, 1)",none,0.0,6.0,6.0,0.0
68,68,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 1, 2]","[(5, 1), [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [6, 7], [6, 8], [7, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 0, 2]",0,"(5, 1)","(5, 12)","(7, 8)",straightLine,2.0,9.0,2.0,7.0
69,69,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(2, 10), [2, 9], [2, 8], [2, 7], [2, 6], [2, 5], [2, 4], [2, 3], [3, 3], [3, 2], [4, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(2, 10)","(4, 2)","(12, 8)",rect,2.0,10.0,2.0,8.0
70,70,softmaxBeta-1_5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(4, 2), [5, 2], [6, 2], [7, 2], [7, 0], [8, 0], [9, 0], [10, 0], [11, 0], [12, 0], [13, 0], [13, 1]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]","[4, 13]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0]",2,"(4, 2)","(10, 10)","(13, 1)",midLine,4.0,10.0,4.0,6.0
71,71,softmaxBeta-1_5,"[0, 1, 1, 1, 1, 1, 1]","[(6, 5), [6, 6], [8, 6], [8, 7], [8, 8], [9, 8], [9, 9], [10, 9]]","[(0, 1), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[2],"[0, 2, 0, 0, 2, 0, 2]",1,"(6, 5)","(6, 13)","(10, 9)",straightLine,0.0,8.0,4.0,4.0
72,72,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 5), [2, 6], [3, 6], [4, 6], [5, 6], [6, 6], [6, 5], [7, 5], [7, 4], [8, 4], [8, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]",[1],"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",1,"(1, 5)","(8, 3)","(12, 7)",midLine,4.0,9.0,2.0,7.0
73,73,softmaxBeta-1_5,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(2, 13), [2, 12], [1, 13], [1, 12], [1, 11], [1, 10], [1, 9], [1, 8], [1, 7], [2, 7], [2, 6], [3, 6], [3, 5], [4, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]",[2],"[0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",1,"(2, 13)","(4, 5)","(12, 11)",rect,2.0,10.0,2.0,8.0
74,74,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(3, 5), [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [3, 12], [4, 12], [6, 12], [6, 13], [5, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (-1, 0)]",[9],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,"(3, 5)","(5, 13)","(13, 7)",rect,2.0,10.0,2.0,8.0
75,75,softmaxBeta-1_5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(3, 5), [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11], [3, 12], [4, 12], [4, 13], [5, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0]",0,"(3, 5)","(5, 13)","(13, 7)",rect,2.0,10.0,2.0,8.0
76,76,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(2, 5), [0, 5], [1, 5], [2, 5], [3, 6], [4, 6], [5, 6], [6, 6], [6, 5], [7, 5], [7, 4], [8, 4], [8, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1)]","[1, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,"(2, 5)","(8, 3)","(12, 5)",straightLine,2.0,8.0,2.0,6.0
77,77,softmaxBeta-1_5,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(11, 13), [10, 13], [12, 13], [11, 13], [10, 13], [9, 13], [8, 13], [7, 13], [6, 13], [6, 12], [6, 11], [6, 10], [6, 9], [5, 9], [5, 8], [4, 8]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[2],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",1,"(11, 13)","(4, 8)","(8, 4)",expRect,0.0,12.0,4.0,23.0
78,78,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(2, 3), [2, 4], [2, 5], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9], [0, 10], [1, 10], [0, 9], [0, 10], [1, 10], [2, 10], [3, 10], [3, 11], [4, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]","[10, 3]","[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0]",2,"(2, 3)","(4, 11)","(12, 5)",rect,2.0,10.0,2.0,8.0
79,79,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 0, 1]","[(1, 10), [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [6, 11], [6, 12]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 1, 1]",0,"(1, 10)","(6, 12)","(8, 10)",straightLine,0.0,7.0,2.0,5.0
80,80,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(7, 3), [6, 3], [5, 3], [4, 2], [4, 3], [4, 4], [4, 5], [3, 5], [3, 6], [2, 6], [1, 6]]","[(-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,"(7, 3)","(3, 8)","(1, 6)",expRect,0.0,9.0,2.0,19.0
81,81,softmaxBeta-1_5,"[0, 1, 1, 1, 1, 1, 1]","[(5, 6), [6, 6], [7, 6], [8, 6], [8, 5], [10, 5], [9, 5], [9, 4]]","[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[5],"[2, 2, 2, 2, 2, 0, 2]",1,"(5, 6)","(5, 12)","(9, 4)",none,0.0,6.0,6.0,0.0
82,82,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(4, 12), [5, 12], [6, 12], [5, 11], [6, 11], [7, 11], [8, 11], [9, 11], [10, 12], [11, 12], [11, 13], [12, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]","[8, 3]","[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2]",2,"(4, 12)","(9, 6)","(12, 13)",midLine,2.0,9.0,4.0,5.0
83,83,softmaxBeta-1_5,"[0, 1, 1, 1, 1, 1]","[(3, 5), [3, 6], [3, 7], [3, 8], [3, 9], [3, 10], [3, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 1, 1]",0,"(3, 5)","(3, 11)","(12, 4)",none,4.0,6.0,6.0,0.0
84,84,softmaxBeta-1_5,"[0, 0, 1, 1, 1, 1]","[(3, 7), [3, 8], [3, 9], [3, 10], [3, 11], [3, 12], [3, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[1, 1, 1, 1, 1, 1]",0,"(3, 7)","(3, 13)","(13, 7)",none,4.0,6.0,6.0,0.0
85,85,softmaxBeta-1_5,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[(3, 1), [4, 1], [5, 1], [6, 1], [7, 1], [9, 1], [9, 2], [9, 3], [10, 4], [10, 5], [10, 6]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]","[8, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"(3, 1)","(10, 6)","(8, 8)",expRect,0.0,12.0,2.0,35.0
86,86,softmaxBeta-1_5,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[(1, 13), [2, 13], [3, 13], [4, 13], [4, 12], [4, 11], [5, 11], [3, 11], [4, 11], [5, 11], [5, 10], [6, 10], [6, 9]]","[(1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[7],"[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",1,"(1, 13)","(6, 9)","(12, 13)",straightLine,2.0,9.0,4.0,5.0
87,87,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 1, 2]","[(1, 8), [2, 8], [3, 8], [4, 8], [4, 9], [5, 9], [5, 7], [5, 8], [5, 9], [5, 10]]","[(1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1)]",[6],"[0, 0, 0, 1, 0, 1, 0, 1, 1]",1,"(1, 8)","(5, 10)","(9, 8)",straightLine,2.0,6.0,2.0,4.0
88,88,softmaxBeta-1_5,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(3, 11), [1, 11], [2, 11], [3, 11], [4, 11], [5, 11], [6, 11], [7, 11], [8, 11], [9, 10], [9, 11], [9, 12], [9, 13], [10, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[9, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2]",2,"(3, 11)","(8, 5)","(10, 13)",midLine,2.0,9.0,4.0,5.0
89,89,softmaxBeta-1_5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","[(2, 2), [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [11, 2], [12, 2], [13, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",0,"(2, 2)","(11, 6)","(13, 2)",straightLine,2.0,11.0,2.0,9.0
90,90,softmaxBeta-1_5,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[(2, 1), [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [11, 1], [11, 2], [12, 2], [12, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 2, 0]",0,"(2, 1)","(4, 13)","(12, 3)",rect,2.0,12.0,4.0,8.0
91,91,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 1, 2]","[(2, 3), [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [9, 5], [10, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[8],"[0, 0, 2, 2, 2, 2, 2, 0, 2]",1,"(2, 3)","(4, 13)","(10, 5)",rect,2.0,10.0,2.0,8.0
92,92,softmaxBeta-1_5,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(1, 6), [0, 5], [1, 5], [2, 6], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [8, 6], [8, 7], [9, 7], [9, 8]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,"(1, 6)","(9, 8)","(12, 3)",midLine,4.0,10.0,2.0,8.0
93,93,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]","[(2, 10), [3, 10], [4, 10], [5, 10], [6, 10], [8, 10], [9, 10], [9, 11], [9, 12], [10, 12], [10, 13], [11, 13]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 2, 2, 0, 2, 2]",1,"(2, 10)","(10, 2)","(11, 13)",midLine,4.0,12.0,4.0,8.0
94,94,softmaxBeta-1_5,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]","[(3, 3), [4, 3], [5, 3], [3, 3], [4, 3], [5, 3], [6, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [10, 4], [11, 4], [11, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1)]","[3, 7]","[0, 0, 2, 0, 0, 2, 2, 0, 2, 2, 2, 2, 2, 0, 2, 0]",2,"(3, 3)","(5, 13)","(11, 5)",rect,2.0,10.0,2.0,8.0
95,95,softmaxBeta-1_5,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]","[(2, 11), [2, 10], [2, 9], [2, 8], [2, 7], [2, 6], [2, 5], [3, 5], [4, 5], [4, 4], [5, 4], [5, 3], [6, 3], [6, 2], [7, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 0]",0,"(2, 11)","(13, 8)","(7, 2)",expRect,0.0,14.0,6.0,23.0
96,96,softmaxBeta-1_5,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[(1, 3), [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [2, 9], [2, 10], [2, 8], [2, 9], [2, 10], [2, 11], [3, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0)]","[8, 10]","[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",2,"(1, 3)","(3, 11)","(13, 5)",rect,4.0,10.0,2.0,8.0
97,97,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 1]","[(9, 5), [9, 4], [9, 3], [9, 2], [10, 2], [10, 1], [11, 1]]","[(0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[],"[2, 2, 2, 2, 2, 2]",0,"(9, 5)","(9, 13)","(11, 1)",none,2.0,6.0,6.0,0.0
98,98,softmaxBeta-1_5,"[0, 0, 0, 1, 1, 1, 1, 1]","[(9, 3), [9, 4], [9, 5], [9, 6], [9, 7], [9, 8], [10, 8], [12, 8], [11, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 2, 2, 0]",1,"(9, 3)","(9, 10)","(11, 8)",straightLine,0.0,7.0,2.0,5.0
99,99,softmaxBeta-1_5,"[0, 0, 0, 0, 0, 0, 1, 1, 1]","[(2, 2), [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [1, 7], [1, 8], [2, 8]]","[(1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[1],"[2, 1, 1, 1, 1, 1, 0, 1, 0]",1,"(2, 2)","(2, 8)","(7, 1)",none,0.0,6.0,6.0,0.0
